ID;ToMAgent;NegotiatorAgent;FinalGuess;GuessedValues 
2;0.9;0.3;0.8500000000000001;[0.8500000000000001, 0.8500000000000001]
3;0.9;0.4;0.8500000000000001;[0.8500000000000001, 0.8500000000000001]
4;0.9;0.5;0.8500000000000001;[0.8500000000000001, 0.8500000000000001]
5;0.8;0.3;0.8500000000000001;[0.8500000000000001, 0.8500000000000001]
6;0.8;0.4;0.8500000000000001;[0.8500000000000001, 0.8500000000000001]
7;0.8;0.5;0.8500000000000001;[0.8500000000000001, 0.8500000000000001]
8;0.7000000000000001;0.3;0.4000000000000001;[0.8500000000000001, 0.35, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
9;0.7000000000000001;0.4;0.4000000000000001;[0.8500000000000001, 0.35, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
10;0.7000000000000001;0.5;0.4000000000000001;[0.8500000000000001, 0.35, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
11;0.6000000000000001;0.3;0.4000000000000001;[0.8500000000000001, 0.35, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
12;0.6000000000000001;0.4;0.4000000000000001;[0.8500000000000001, 0.35, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
13;0.6000000000000001;0.5;0.4000000000000001;[0.8500000000000001, 0.35, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
14;0.9;0.3;0.8500000000000001;[0.8500000000000001, 0.8500000000000001]
15;0.9;0.4;0.8500000000000001;[0.8500000000000001, 0.8500000000000001]
16;0.9;0.5;0.8500000000000001;[0.8500000000000001, 0.8500000000000001]
17;0.8;0.3;0.8500000000000001;[0.8500000000000001, 0.8500000000000001]
18;0.8;0.4;0.8500000000000001;[0.8500000000000001, 0.8500000000000001]
19;0.8;0.5;0.8500000000000001;[0.8500000000000001, 0.8500000000000001]
20;0.7000000000000001;0.3;0.4000000000000001;[0.8500000000000001, 0.35, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001, 0.4000000000000001]
